[Item(weight=1, value=2), Item(weight=1, value=1)] 1
QAOA;WFQAOA;HQAOA
-0.859;-1.278;-1.005;
-1.288;-0.839;-1.130;
-1.646;-1.346;-0.858;
-1.082;-1.331;-1.075;
-0.202;-1.839;-1.628;
-0.478;-1.352;-1.474;
-0.153;-1.282;-1.225;
-0.116;-1.732;-1.312;
-0.122;-1.619;-1.643;
-1.342;-1.532;-1.194;
-0.579;-1.147;-1.339;
-0.187;-1.840;-1.586;
-1.356;-1.322;-1.170;
-1.709;-1.800;-1.324;
-1.827;-1.583;-1.509;
-0.411;-1.148;-1.527;
-0.375;-0.758;-1.143;
-0.026;-1.434;-1.651;
-0.214;-1.770;-1.156;
-1.031;-0.950;-1.899;
-0.198;-1.191;-1.077;
-0.197;-1.872;-1.436;
-0.253;-1.401;-0.945;
-1.245;-1.680;-1.477;
-0.362;-1.240;-1.180;
-0.438;-1.420;-0.991;
-1.653;-1.323;-0.979;
-0.043;-1.385;-1.311;
-0.366;-1.785;-0.798;
-1.103;-0.892;-1.561;
-0.449;-1.801;-1.633;
-0.832;-1.651;-1.355;
-0.448;-1.526;-1.896;
-1.437;-1.502;-1.700;
-0.885;-0.950;-0.854;
-0.628;-0.775;-1.430;
-0.360;-1.844;-1.743;
-1.526;-1.297;-1.028;
-1.439;-1.150;-1.146;
-1.500;-1.532;-1.748;
-0.713;-1.631;-1.814;
-0.160;-1.786;-1.223;
-0.139;-1.621;-1.156;
-1.065;-1.255;-1.237;
-0.013;-1.843;-1.771;
-1.075;-1.287;-1.325;
-1.290;-1.896;-1.882;
-0.111;-1.223;-1.280;
-1.501;-1.529;-1.936;
-0.920;-1.509;-1.214;
-1.013;-1.565;-1.181;
-1.528;-0.957;-1.076;
-0.120;-1.883;-1.636;
-0.344;-1.737;-1.478;
-1.561;-1.224;-0.643;
-0.363;-1.922;-1.254;
-0.935;-1.516;-1.814;
-0.082;-1.275;-1.315;
-0.375;-1.640;-1.155;
-0.227;-0.948;-1.138;
-0.741;-1.059;-1.425;
-0.364;-1.610;-1.432;
-0.642;-1.142;-1.737;
-1.052;-1.241;-1.673;
-0.698;-1.953;-0.974;
-0.465;-0.960;-1.333;
-0.364;-1.924;-1.225;
-1.034;-1.286;-1.258;
-1.176;-1.310;-1.623;
-0.263;-1.826;-1.689;
-1.346;-1.205;-0.950;
-1.037;-0.909;-1.160;
-0.998;-1.548;-1.142;
-1.183;-1.415;-1.183;
-1.383;-0.992;-1.452;
-0.182;-1.438;-1.347;
-1.051;-1.895;-1.491;
-0.038;-1.817;-1.270;
-0.079;-1.123;-1.558;
-0.239;-1.518;-1.303;
-0.984;-1.188;-1.056;
-0.501;-1.917;-1.879;
-0.115;-1.528;-1.776;
-0.833;-1.583;-1.485;
-0.927;-1.254;-0.931;
-1.021;-1.382;-1.447;
-1.438;-1.498;-1.034;
-1.762;-1.148;-1.373;
-1.618;-1.853;-1.547;
-0.446;-1.376;-1.450;
-0.041;-1.493;-1.151;
-0.807;-1.142;-0.997;
-0.594;-1.487;-1.299;
-0.987;-1.369;-0.847;
-0.670;-1.230;-1.752;
-0.463;-1.713;-1.192;
-0.375;-0.825;-0.896;
-1.387;-1.251;-1.732;
-0.309;-1.671;-1.387;
-0.931;-0.796;-1.346;
-0.054;-1.360;-0.994;
-1.101;-0.851;-1.265;
-0.429;-1.599;-1.454;
-0.808;-1.115;-1.432;
-0.259;-1.701;-1.159;
-0.567;-1.914;-1.169;
-0.977;-1.705;-1.127;
-1.191;-1.117;-1.619;
-1.151;-1.507;-1.919;
-0.167;-1.589;-1.193;
-0.206;-1.246;-1.515;
-0.114;-1.542;-0.879;
-1.002;-1.583;-1.439;
-0.491;-1.589;-1.008;
-0.267;-1.615;-1.724;
-1.820;-1.953;-1.904;
-1.013;-1.395;-1.254;
-0.562;-1.414;-0.938;
-0.375;-1.853;-1.149;
-0.266;-1.371;-1.474;
-0.863;-1.779;-1.832;
-0.453;-1.654;-1.592;
-1.199;-1.384;-1.347;
-1.601;-1.553;-1.506;
-0.912;-1.097;-1.378;
-1.913;-1.936;-1.919;
-0.539;-1.553;-1.540;
-0.323;-0.963;-1.561;
-0.628;-1.270;-1.697;
-0.950;-1.060;-1.172;
-0.784;-1.859;-1.882;
-0.135;-1.588;-0.974;
-0.677;-1.433;-0.800;
-0.902;-1.797;-0.977;
-0.701;-1.381;-1.052;
-0.450;-1.491;-1.460;
-0.375;-1.253;-0.959;
-1.402;-1.733;-1.314;
-1.020;-0.961;-1.568;
-1.093;-1.770;-0.907;
-0.379;-1.212;-1.076;
-1.044;-1.511;-1.361;
-1.151;-0.877;-1.416;
-0.943;-1.378;-1.739;
-1.294;-1.166;-1.542;
-1.592;-1.389;-0.818;
-1.064;-1.397;-1.117;
-0.812;-0.908;-1.203;
-0.691;-0.581;-1.586;
-0.967;-1.564;-1.862;
-0.928;-1.137;-1.105;
-1.034;-0.990;-1.499;
-0.504;-1.590;-1.492;
-0.263;-1.563;-1.455;
-0.253;-1.617;-1.308;
-0.324;-1.736;-0.831;
-1.082;-1.286;-1.180;
-0.968;-0.946;-1.357;
-0.227;-1.582;-1.558;
-0.543;-1.428;-1.404;
-1.372;-1.708;-1.033;
-0.105;-1.364;-1.179;
-0.915;-1.717;-1.780;
-0.811;-1.417;-0.834;
-0.031;-1.356;-1.456;
-1.626;-1.116;-0.888;
-0.690;-1.365;-1.608;
-0.988;-1.046;-1.316;
-1.136;-1.762;-1.751;
-1.721;-1.936;-1.338;
-0.137;-1.609;-1.637;
-0.887;-1.714;-1.371;
-1.395;-1.589;-1.478;
-0.721;-0.972;-1.007;
-1.086;-1.538;-1.160;
-1.359;-1.948;-1.909;
-1.141;-0.975;-1.067;
-0.917;-1.488;-0.901;
-0.724;-1.136;-0.845;
-0.139;-1.593;-1.168;
-0.237;-1.249;-1.336;
-1.277;-1.095;-1.018;
-0.273;-1.221;-1.396;
-0.930;-0.989;-1.007;
-1.104;-1.661;-1.883;
-0.168;-1.707;-0.779;
-0.296;-1.890;-1.520;
-0.774;-1.141;-1.146;
-0.415;-1.638;-1.317;
-0.817;-1.739;-1.522;
-0.768;-1.141;-0.979;
-0.209;-1.561;-1.033;
-0.915;-1.618;-1.669;
-0.021;-1.829;-1.030;
-1.001;-1.436;-1.423;
-0.874;-1.740;-1.660;
-0.234;-1.537;-1.414;
-1.472;-1.953;-1.887;
-0.551;-1.759;-1.388;
-1.409;-1.728;-1.098;
-1.502;-1.727;-1.232;
-1.623;-1.407;-1.565;
-1.140;-1.393;-1.097;
-0.756;-1.717;-1.461;
-0.780;-1.077;-1.137;
-1.057;-1.739;-1.651;
-0.678;-1.980;-1.658;
-0.887;-1.097;-1.316;
-0.326;-1.904;-1.612;
-0.814;-1.773;-1.330;
-0.029;-1.216;-1.183;
-1.712;-1.331;-1.214;
-0.254;-0.631;-1.331;
-0.024;-1.303;-1.394;
-0.647;-0.984;-1.220;
-1.752;-1.621;-1.093;
-1.242;-1.730;-1.134;
-0.264;-1.283;-1.619;
-0.108;-1.165;-1.144;
-1.206;-0.974;-1.029;
-1.884;-1.567;-1.196;
-0.100;-0.850;-1.002;
-1.210;-1.201;-1.374;
-1.270;-1.485;-1.679;
-0.051;-1.330;-1.158;
-0.323;-1.151;-1.137;
-1.477;-1.434;-1.082;
-0.375;-1.246;-1.426;
-0.053;-1.902;-1.386;
-0.376;-1.845;-1.203;
-1.129;-1.092;-1.419;
-0.119;-1.378;-1.093;
-1.321;-1.655;-0.931;
-0.820;-0.897;-1.521;
-1.721;-1.501;-1.139;
-1.340;-1.173;-1.087;
-0.611;-1.250;-1.786;
-0.687;-1.316;-1.139;
-0.035;-1.098;-1.073;
-1.503;-1.167;-1.114;
-0.795;-1.611;-1.611;
-0.339;-1.372;-0.974;
-1.658;-1.473;-1.612;
-0.403;-1.180;-0.934;
-0.860;-1.457;-1.323;
-0.109;-1.655;-1.484;
-0.804;-1.343;-1.207;
-0.415;-1.770;-1.669;
-1.645;-1.795;-1.827;
-1.188;-1.420;-1.629;
-0.040;-1.734;-1.238;
-0.023;-1.133;-1.656;
-0.120;-1.349;-1.907;
-1.230;-1.308;-0.972;
-0.822;-1.470;-1.338;
-1.219;-1.567;-1.697;
-0.496;-1.645;-1.654;
-0.684;-1.362;-1.097;
-0.487;-1.292;-1.087;
-1.489;-1.586;-1.308;
-0.881;-1.390;-0.499;
-0.593;-1.846;-1.164;
-1.083;-1.193;-1.131;
-0.003;-1.331;-1.551;
-0.218;-1.496;-0.917;
-0.664;-1.840;-1.617;
-1.359;-1.295;-1.301;
-0.774;-1.478;-0.819;
-0.802;-1.566;-1.306;
-0.519;-1.850;-1.435;
-1.047;-1.656;-1.076;
-0.862;-1.694;-1.158;
-0.940;-1.403;-1.528;
-1.128;-1.450;-1.401;
-0.765;-1.272;-1.137;
-1.739;-1.728;-1.257;
-0.041;-1.389;-0.879;
-0.905;-1.428;-1.196;
-1.030;-1.680;-1.422;
-0.140;-1.624;-1.418;
-0.551;-1.787;-0.928;
-0.258;-1.757;-1.015;
-0.870;-1.453;-1.235;
-1.084;-1.351;-1.298;
-0.369;-1.682;-1.339;
-0.584;-0.892;-1.750;
-0.475;-1.473;-1.093;
-0.077;-1.569;-0.910;
-0.461;-1.379;-1.398;
-0.501;-1.504;-1.129;
-0.549;-1.488;-1.340;
-0.113;-1.296;-1.234;
-0.687;-1.055;-1.366;
-1.493;-1.561;-1.690;
-1.157;-1.654;-0.991;
-1.090;-1.272;-1.007;
-1.693;-1.625;-1.388;
-0.663;-1.222;-1.730;
-1.053;-1.501;-0.970;
-1.459;-1.889;-1.037;
-1.234;-1.559;-1.082;
-0.261;-1.538;-1.137;
-0.442;-1.673;-1.074;
-0.519;-1.970;-1.943;
-0.736;-1.449;-1.063;
-1.601;-1.727;-1.325;
-0.123;-1.753;-1.137;
-0.866;-1.508;-1.224;
-1.001;-1.781;-1.612;
-0.955;-1.183;-0.838;
-0.486;-1.792;-1.426;
-1.015;-0.633;-0.804;
-0.969;-1.451;-1.387;
-0.120;-1.775;-1.047;
-0.790;-1.723;-1.594;
-0.192;-1.753;-1.074;
-0.272;-1.200;-1.067;
-1.340;-1.309;-1.198;
-0.492;-1.335;-1.384;
-0.832;-1.861;-1.665;
-0.474;-1.188;-1.565;
-0.937;-1.919;-1.669;
-0.224;-1.578;-1.878;
-0.946;-1.956;-1.258;
-0.589;-1.357;-1.364;
-0.786;-1.137;-0.868;
-1.317;-1.651;-1.729;
-0.029;-1.031;-1.160;
-0.168;-1.488;-1.358;
-0.537;-0.852;-0.946;
-0.473;-0.907;-1.064;
-1.359;-1.921;-1.257;
-0.961;-1.013;-0.763;
-1.068;-1.320;-1.441;
-0.198;-0.979;-1.773;
-0.948;-1.163;-0.712;
-0.375;-1.829;-0.859;
-0.491;-1.585;-0.970;
-0.400;-1.498;-1.197;
-1.211;-0.852;-1.146;
-1.247;-1.584;-1.058;
-0.440;-1.164;-1.517;
-1.269;-1.624;-1.820;
-0.620;-1.085;-1.272;
-1.290;-1.550;-1.426;
-0.563;-1.290;-1.495;
-1.394;-1.742;-1.591;
-0.804;-1.212;-1.273;
-0.185;-1.130;-0.848;
-1.517;-1.234;-1.696;
-0.511;-1.209;-0.639;
-1.162;-1.622;-1.197;
-0.381;-1.415;-1.234;
-0.165;-1.610;-1.611;
-1.262;-1.490;-1.129;
-0.735;-1.193;-1.321;
-0.221;-1.674;-1.756;
-0.553;-1.017;-1.473;
-1.019;-1.627;-1.484;
-0.316;-1.684;-1.585;
-1.752;-1.863;-1.212;
-1.500;-1.603;-1.579;
-1.062;-0.904;-1.106;
-1.952;-1.416;-0.854;
-1.421;-1.572;-0.872;
-0.398;-1.256;-1.582;
-1.253;-1.507;-0.908;
-1.495;-1.643;-1.404;
-0.876;-1.734;-1.455;
-1.068;-1.752;-1.706;
-1.216;-1.612;-0.904;
-0.099;-1.749;-0.722;
-1.103;-0.697;-1.729;
-0.645;-1.862;-1.478;
-1.175;-1.840;-1.428;
-1.079;-1.599;-1.607;
-0.377;-1.335;-1.043;
-0.757;-1.518;-1.457;
-1.881;-1.092;-1.161;
-0.075;-1.656;-0.867;
-0.572;-1.616;-0.993;
-0.195;-1.456;-1.469;
-1.660;-1.636;-1.529;
-1.591;-1.306;-1.253;
-1.663;-1.195;-1.247;
-0.362;-1.394;-1.428;
-0.207;-1.893;-1.373;
-0.991;-1.711;-1.687;
-0.100;-1.094;-1.243;
-1.372;-1.788;-1.977;
-0.504;-0.927;-1.780;
-0.105;-1.419;-1.217;
-0.272;-1.730;-1.535;
-0.833;-1.409;-1.201;
-0.944;-1.713;-1.681;
-0.871;-1.455;-0.935;
-0.609;-1.845;-1.218;
-0.763;-1.586;-1.122;
-0.901;-1.746;-1.442;
-0.608;-1.037;-1.329;
-1.531;-1.819;-0.842;
-0.325;-1.176;-1.071;
-0.110;-1.953;-1.625;
-0.942;-1.354;-1.427;
-0.076;-1.435;-1.553;
-0.333;-1.588;-1.321;
-0.864;-1.556;-1.729;
-0.708;-1.386;-1.220;
-1.338;-1.915;-1.275;
-1.016;-1.880;-1.801;
-0.453;-1.488;-1.887;
-1.228;-1.714;-0.887;
-1.044;-1.868;-1.393;
-1.108;-1.923;-1.874;
-1.490;-1.919;-1.229;
-0.049;-1.409;-1.231;
-1.791;-1.840;-1.807;
-0.234;-1.680;-0.880;
-0.753;-0.780;-1.428;
-0.113;-1.599;-1.322;
-1.669;-1.406;-0.962;
-0.509;-1.042;-1.398;
-0.069;-1.547;-1.149;
-0.559;-1.282;-1.365;
-0.250;-1.149;-1.454;
-1.055;-1.648;-1.609;
-1.163;-1.461;-1.826;
-0.866;-1.715;-1.417;
-0.219;-1.773;-1.281;
-1.258;-1.522;-1.351;
-0.604;-1.562;-1.364;
-0.418;-1.586;-0.896;
-1.225;-0.876;-1.222;
-0.584;-1.134;-1.325;
-0.375;-0.852;-0.967;
-0.266;-1.378;-1.025;
-0.144;-1.317;-0.864;
-0.714;-1.435;-1.742;
-1.629;-1.663;-1.761;
-1.379;-1.588;-1.630;
-0.848;-1.659;-1.220;
-0.733;-0.945;-1.568;
-0.559;-0.977;-1.461;
-1.655;-1.131;-0.882;
-0.960;-1.218;-1.010;
-1.106;-1.276;-1.689;
-1.078;-1.086;-1.067;
-0.303;-1.857;-1.629;
-0.469;-1.420;-1.040;
-1.626;-1.903;-1.858;
-0.431;-1.959;-1.391;
-0.826;-1.572;-1.776;
-0.892;-1.414;-1.442;
-0.366;-1.443;-1.509;
-0.440;-1.160;-0.961;
-0.561;-1.287;-0.876;
-1.357;-0.965;-1.527;
-1.673;-1.406;-1.123;
-0.217;-0.777;-0.974;
-0.781;-1.417;-1.026;
-0.846;-1.363;-1.660;
-0.799;-1.073;-0.713;
-0.080;-0.965;-1.631;
-0.780;-1.136;-1.303;
-1.250;-1.875;-1.266;
-1.619;-1.790;-1.388;
-0.023;-1.389;-0.955;
-0.710;-1.452;-1.026;
-0.246;-1.676;-1.401;
-1.734;-1.849;-1.914;
-1.514;-1.034;-1.440;
-0.572;-1.595;-1.099;
-0.129;-1.366;-1.389;
-1.495;-1.025;-1.848;
-0.343;-1.582;-1.414;
-1.197;-1.952;-1.894;
-0.082;-1.550;-0.997;
-0.086;-1.688;-1.230;
-0.102;-1.700;-1.720;
-0.105;-1.733;-1.466;
-0.460;-1.544;-1.400;
-0.388;-1.788;-1.032;
-1.296;-1.869;-1.302;
-1.076;-1.360;-1.567;
-0.403;-1.424;-1.233;
-0.772;-1.666;-1.974;
-0.486;-1.257;-1.144;
-0.922;-1.743;-1.450;
-0.026;-1.557;-1.317;
-0.442;-1.372;-1.779;
-1.303;-1.672;-1.423;
-0.132;-1.733;-1.082;
-0.040;-1.600;-1.186;
-1.463;-1.443;-1.661;
-0.655;-1.310;-0.945;
-0.763;-1.692;-1.350;
-1.091;-1.493;-1.461;
-1.339;-1.329;-0.983;
-1.503;-0.867;-0.768;
-0.076;-1.587;-1.632;
-0.933;-1.589;-1.510;
-0.679;-1.246;-1.188;
-1.674;-1.895;-1.076;
-1.355;-1.899;-1.669;
-0.110;-0.954;-1.118;
-1.488;-1.569;-1.303;
-0.597;-1.001;-1.355;
-0.648;-1.361;-0.941;
-0.436;-1.074;-1.532;
-0.135;-1.592;-1.323;
-1.323;-1.610;-1.339;
-0.733;-0.874;-0.837;
-0.986;-1.626;-1.419;
-0.766;-1.639;-1.379;
-0.180;-1.116;-1.325;
-1.428;-1.599;-0.604;
-1.680;-1.532;-1.131;
-0.422;-1.747;-1.531;
-0.041;-1.051;-0.831;
-1.147;-1.535;-1.594;
-0.492;-1.786;-1.137;
-0.375;-1.722;-1.844;
-1.179;-1.584;-1.379;
-1.435;-1.742;-1.768;
-0.233;-0.878;-1.117;
-0.885;-1.574;-1.771;
-1.480;-1.540;-1.565;
-0.472;-1.590;-1.206;
-1.574;-1.553;-1.561;
-0.558;-1.103;-1.542;
-0.163;-1.528;-1.328;
-0.862;-1.637;-1.610;
-0.844;-1.580;-1.782;
-0.294;-1.413;-1.676;
-0.412;-1.314;-1.415;
-0.972;-1.154;-1.051;
-0.814;-1.559;-1.099;
-1.043;-1.419;-1.289;
-1.578;-1.723;-1.436;
-0.670;-1.477;-1.187;
-0.312;-1.820;-1.323;
-0.893;-1.897;-1.119;
-0.817;-1.377;-1.482;
-0.278;-1.769;-1.510;
-1.292;-1.457;-1.324;
-0.375;-1.324;-1.272;
-1.563;-0.949;-1.456;
-0.223;-1.261;-1.294;
-0.283;-1.454;-1.406;
-1.320;-0.855;-1.231;
-1.108;-1.283;-1.164;
-0.761;-1.656;-1.220;
-0.298;-1.712;-1.228;
-1.273;-1.212;-1.231;
-0.908;-1.649;-1.379;
-0.459;-0.934;-1.775;
-0.709;-0.782;-1.033;
-0.301;-1.714;-1.413;
-0.667;-1.168;-1.175;
-0.517;-1.126;-0.777;
-0.746;-1.681;-1.701;
-0.824;-1.150;-1.667;
-1.328;-1.015;-1.476;
-0.495;-0.898;-1.064;
-0.221;-1.428;-1.435;
-1.019;-1.337;-1.487;
-0.690;-1.872;-1.483;
-0.183;-1.309;-1.832;
-0.788;-1.445;-1.070;
-0.983;-1.644;-1.058;
-0.231;-1.001;-1.006;
-0.761;-1.597;-1.952;
-1.104;-1.892;-1.920;
-0.640;-1.550;-1.559;
-1.112;-1.222;-1.687;
-0.934;-0.870;-0.843;
-1.460;-1.429;-1.780;
-0.279;-0.953;-1.653;
-0.785;-1.008;-1.234;
-0.687;-1.713;-1.732;
-0.772;-1.668;-1.242;
-0.264;-1.953;-1.827;
-0.080;-1.708;-0.776;
-0.215;-1.967;-0.888;
-1.078;-1.435;-1.493;
-0.321;-1.995;-1.998;
-1.215;-1.559;-1.240;
-1.027;-1.247;-1.483;
-0.724;-1.196;-1.073;
-1.093;-1.706;-1.213;
-0.628;-0.910;-1.430;
-0.363;-1.800;-1.196;
-1.464;-1.739;-1.780;
-0.370;-1.666;-1.292;
-1.312;-1.362;-1.864;
-0.329;-1.440;-1.454;
-0.757;-1.724;-1.568;
-0.277;-1.355;-1.169;
-0.184;-1.638;-1.757;
-0.194;-1.211;-1.096;
-0.142;-1.422;-1.768;
-0.875;-1.349;-1.416;
-1.519;-1.159;-0.948;
-0.425;-1.290;-1.680;
-0.292;-1.424;-0.942;
-0.250;-1.770;-1.549;
-0.709;-1.042;-1.239;
-0.332;-1.791;-1.104;
-1.235;-1.289;-1.230;
-0.098;-1.829;-1.263;
-0.047;-1.311;-1.419;
-0.356;-1.449;-1.444;
-0.730;-1.746;-1.145;
-1.109;-0.923;-1.509;
-0.464;-1.332;-1.072;
-0.464;-1.472;-1.921;
-1.656;-1.556;-1.396;
-0.154;-0.881;-1.511;
-0.867;-1.007;-1.417;
-1.342;-1.073;-1.542;
-0.759;-0.787;-1.747;
-1.120;-1.558;-1.126;
-0.177;-1.975;-1.775;
-0.260;-1.515;-0.676;
-1.039;-1.033;-1.050;
-0.294;-1.747;-0.845;
-0.730;-1.503;-1.161;
-1.346;-1.613;-1.375;
-0.468;-1.237;-1.781;
-1.632;-1.910;-1.735;
-0.375;-1.288;-1.236;
-1.541;-1.868;-1.566;
-1.275;-1.528;-1.804;
-0.739;-1.214;-1.655;
-1.361;-1.382;-1.123;
-1.541;-1.577;-1.010;
-0.977;-1.189;-1.207;
-1.768;-1.131;-1.269;
-0.721;-1.747;-1.586;
-0.506;-1.175;-0.997;
-0.354;-1.397;-0.824;
-0.941;-0.999;-1.349;
-0.716;-1.570;-0.782;
-0.519;-1.480;-1.720;
-0.167;-1.928;-1.396;
-1.038;-0.985;-1.075;
-0.408;-1.964;-1.379;
-0.952;-1.602;-1.365;
-0.823;-1.380;-1.652;
-1.726;-1.434;-1.896;
-1.456;-1.568;-1.336;
-0.694;-1.161;-0.878;
-0.255;-1.548;-1.876;
-0.063;-1.382;-0.805;
-0.918;-1.451;-1.676;
-0.660;-1.040;-1.358;
-0.979;-1.617;-0.755;
-1.476;-1.758;-1.613;
-1.702;-1.831;-1.592;
-0.946;-1.493;-0.881;
-0.344;-1.892;-0.776;
-1.400;-1.666;-1.771;
-1.334;-1.134;-1.003;
-1.323;-1.005;-0.766;
-0.887;-1.551;-1.295;
-0.909;-1.449;-1.550;
-0.285;-1.065;-0.757;
-1.448;-1.552;-1.473;
-0.787;-0.990;-0.787;
-0.970;-1.646;-1.674;
-0.612;-1.696;-1.480;
-0.314;-1.972;-1.827;
-0.520;-1.842;-1.465;
-0.613;-1.017;-0.863;
-0.601;-1.165;-1.189;
-0.755;-1.592;-1.320;
-0.375;-1.078;-1.429;
-0.237;-1.918;-0.929;
-0.352;-1.544;-0.961;
-1.576;-1.394;-1.667;
-1.052;-0.970;-1.143;
-0.397;-1.462;-1.571;
-1.595;-1.207;-1.270;
-1.400;-1.237;-1.248;
-1.353;-1.201;-1.028;
-1.238;-0.946;-1.266;
-0.626;-1.733;-1.665;
-0.428;-1.589;-1.151;
-1.070;-1.424;-1.201;
-1.106;-1.836;-1.052;
-1.171;-1.166;-1.075;
-0.333;-1.562;-0.773;
-0.160;-1.920;-1.804;
-1.662;-1.697;-1.386;
-0.992;-1.582;-1.598;
-0.463;-1.413;-0.937;
-1.317;-1.214;-1.655;
-0.425;-1.839;-1.848;
-0.375;-1.562;-1.498;
-0.707;-1.902;-0.912;
-0.342;-1.841;-1.806;
-0.787;-1.297;-1.715;
-1.252;-0.975;-1.953;
-1.802;-1.655;-1.001;
-0.315;-1.152;-0.802;
-0.563;-1.529;-1.160;
-1.257;-1.617;-1.122;
-1.194;-1.666;-1.386;
-0.086;-1.562;-1.051;
-0.422;-1.277;-1.505;
-0.809;-1.874;-1.801;
-0.572;-1.543;-1.372;
-0.150;-1.230;-1.141;
-0.635;-1.028;-0.891;
-0.487;-1.113;-1.394;
-0.046;-1.144;-1.104;
-0.648;-1.313;-1.171;
-0.830;-0.985;-1.182;
-0.889;-1.634;-1.012;
-0.506;-1.494;-1.283;
-0.711;-1.351;-1.400;
-0.578;-1.241;-1.104;
-1.348;-1.115;-1.073;
-0.073;-1.044;-1.316;
-0.022;-1.504;-1.858;
-0.375;-1.567;-1.287;
-0.770;-1.027;-1.682;
-0.852;-1.384;-1.692;
-1.590;-1.895;-1.266;
-1.734;-1.384;-0.924;
-0.681;-0.901;-1.187;
-0.583;-1.655;-1.715;
-0.725;-1.381;-1.367;
-0.344;-1.387;-1.585;
-1.803;-1.521;-1.439;
-1.089;-1.672;-1.561;
-1.232;-1.323;-1.128;
-0.995;-1.346;-1.188;
-1.414;-1.733;-0.940;
-1.025;-1.319;-1.383;
-0.641;-1.390;-1.126;
-1.827;-1.528;-1.829;
-1.229;-1.783;-1.772;
-0.421;-1.556;-1.274;
-0.635;-1.122;-1.900;
-0.447;-1.370;-1.002;
-0.822;-1.754;-1.419;
-0.990;-1.101;-1.708;
-0.327;-1.749;-1.673;
-1.065;-0.955;-1.022;
-0.645;-1.886;-1.507;
-0.201;-1.849;-0.844;
-1.152;-1.172;-1.138;
-1.830;-1.984;-1.865;
-1.273;-1.023;-1.389;
-0.899;-1.113;-0.716;
-1.519;-1.584;-1.868;
-0.532;-1.299;-0.720;
-0.215;-1.097;-1.582;
-0.522;-1.092;-1.043;
-0.707;-1.091;-1.183;
-1.512;-1.983;-1.687;
-0.681;-1.365;-1.465;
-1.100;-1.476;-1.170;
-0.624;-1.412;-0.979;
-0.015;-1.687;-1.242;
-0.312;-1.131;-0.690;
-0.304;-1.528;-0.872;
-1.359;-1.063;-0.883;
-0.197;-1.798;-1.484;
-1.168;-1.755;-1.763;
-0.809;-1.166;-1.589;
-0.863;-1.385;-0.888;
-0.907;-1.606;-1.509;
-0.515;-1.031;-1.668;
-1.621;-0.993;-1.872;
-0.783;-1.565;-1.249;
-0.518;-1.623;-1.214;
-0.115;-1.745;-0.870;
-1.316;-1.836;-1.262;
-0.840;-1.386;-1.228;
-1.076;-1.841;-1.222;
-0.185;-1.165;-1.576;
-0.551;-1.185;-1.144;
-0.203;-1.819;-1.502;
-1.889;-1.824;-1.233;
-0.940;-0.748;-1.913;
-0.818;-1.917;-1.566;
-1.396;-1.674;-1.588;
-0.795;-1.544;-0.743;
-1.063;-1.181;-0.955;
-0.859;-1.891;-1.279;
-1.628;-1.505;-1.452;
-0.376;-1.271;-0.781;
-0.258;-1.065;-1.083;
-0.693;-1.609;-0.922;
-1.199;-1.323;-0.881;
-0.115;-1.616;-1.871;
-0.607;-1.855;-1.854;
-1.866;-1.929;-1.974;
-1.539;-1.688;-1.528;
-1.633;-1.407;-1.582;
-0.641;-1.329;-1.087;
-1.015;-1.389;-1.389;
-0.067;-1.157;-1.211;
