[Item(weight=2, value=1), Item(weight=1, value=2), Item(weight=1, value=1)] 2
QAOA;WFQAOA;HQAOA
-0.106;-0.693;-0.759;
-0.271;-0.448;-0.512;
-0.353;-1.266;-1.503;
-0.350;-0.693;-0.436;
-0.543;-0.507;-0.876;
-0.557;-0.877;-0.534;
-0.360;-0.622;-0.542;
-0.362;-0.770;-0.490;
-0.332;-1.063;-0.668;
-0.272;-0.863;-0.460;
-0.246;-0.859;-0.734;
-0.367;-1.097;-0.348;
-0.230;-0.809;-0.666;
-0.834;-0.699;-0.824;
-0.233;-0.806;-0.567;
-0.219;-0.542;-0.736;
-0.289;-0.675;-0.584;
-0.407;-0.909;-0.777;
-0.075;-0.621;-0.816;
-0.090;-1.243;-0.511;
-0.507;-1.008;-0.512;
-0.396;-0.878;-0.894;
-0.190;-0.764;-0.598;
-0.327;-0.778;-1.004;
-0.145;-1.283;-0.885;
-0.109;-0.668;-0.438;
-0.352;-0.732;-0.485;
-0.326;-0.565;-0.336;
-0.219;-0.847;-0.399;
-0.351;-0.599;-0.653;
-0.045;-1.013;-0.502;
-0.207;-0.545;-0.829;
-0.127;-0.796;-0.702;
-0.093;-0.707;-0.784;
-0.483;-0.646;-0.520;
-0.423;-0.912;-0.580;
-0.424;-0.596;-0.473;
-0.964;-1.033;-1.120;
-0.378;-0.605;-0.801;
-0.146;-0.550;-0.713;
-0.344;-0.782;-0.471;
-0.289;-0.636;-0.857;
-0.139;-0.812;-0.886;
-0.225;-0.627;-0.532;
-0.191;-0.794;-0.516;
-0.221;-0.505;-0.699;
-0.272;-0.520;-1.069;
-0.360;-0.502;-0.602;
-0.668;-0.971;-0.897;
-0.861;-0.801;-0.753;
-0.351;-1.062;-0.647;
-0.412;-0.513;-1.024;
-0.689;-0.718;-0.571;
-0.347;-0.551;-0.522;
-0.238;-0.822;-0.818;
-0.203;-0.593;-0.522;
-0.213;-0.386;-0.809;
-0.066;-1.202;-0.909;
-0.567;-0.763;-0.671;
-0.106;-0.559;-0.659;
-0.183;-0.509;-0.959;
-0.107;-0.868;-1.081;
-0.271;-0.656;-0.492;
-0.366;-1.500;-1.023;
-0.504;-0.552;-0.485;
-0.129;-1.082;-0.789;
-0.537;-0.866;-0.607;
-0.488;-0.942;-0.600;
-0.369;-0.702;-0.350;
-0.172;-0.901;-0.587;
-0.289;-0.733;-1.315;
-0.456;-1.020;-0.931;
-0.612;-1.081;-1.023;
-0.521;-0.545;-0.677;
-0.134;-0.567;-0.786;
-0.397;-0.348;-0.949;
-0.300;-1.060;-0.861;
-0.229;-0.822;-0.736;
-0.361;-0.420;-0.832;
-0.056;-0.871;-0.624;
-0.505;-0.863;-1.030;
-0.207;-0.512;-0.547;
-0.258;-0.489;-0.456;
-0.209;-0.607;-0.693;
-0.115;-0.767;-0.582;
-0.665;-0.819;-0.847;
-0.566;-0.595;-0.808;
-0.420;-0.531;-0.644;
-0.100;-0.585;-0.458;
-0.205;-0.642;-0.593;
-0.495;-0.868;-0.950;
-0.408;-0.521;-0.647;
-0.676;-0.826;-0.795;
-0.133;-1.042;-0.723;
-0.558;-0.643;-0.505;
-0.153;-0.820;-0.823;
-0.214;-0.605;-0.841;
-0.390;-1.175;-0.746;
-0.635;-1.103;-0.592;
-0.333;-0.387;-0.551;
-0.608;-1.062;-0.591;
-0.130;-1.084;-0.567;
-0.256;-0.674;-0.454;
-0.177;-0.873;-0.631;
-0.405;-0.805;-0.557;
-0.397;-0.906;-1.473;
-0.490;-0.599;-0.782;
-0.358;-1.102;-0.572;
-0.432;-0.767;-0.593;
-0.622;-0.923;-1.203;
-0.182;-0.932;-0.578;
-0.219;-0.931;-0.470;
-0.258;-0.987;-0.654;
-0.843;-1.070;-1.139;
-0.318;-0.704;-0.557;
-0.186;-1.053;-0.467;
-0.091;-0.470;-0.785;
-0.589;-0.854;-0.649;
-0.187;-0.783;-1.104;
-0.138;-1.369;-1.090;
-0.565;-0.667;-0.577;
-0.246;-0.953;-0.826;
-0.173;-0.701;-0.511;
-0.233;-0.949;-0.738;
-0.653;-0.660;-0.806;
-0.219;-0.616;-0.479;
-0.276;-1.496;-0.532;
-0.187;-1.449;-0.737;
-0.346;-0.532;-0.484;
-0.328;-0.599;-0.549;
-0.079;-0.644;-0.489;
-0.219;-0.391;-0.394;
-0.286;-0.902;-0.964;
-0.872;-0.721;-0.400;
-0.330;-0.472;-0.572;
-0.871;-0.682;-0.719;
-0.274;-0.682;-0.625;
-0.146;-0.913;-0.762;
-0.337;-0.625;-0.468;
-0.962;-0.895;-1.191;
-0.432;-0.690;-0.729;
-0.388;-0.707;-0.534;
-0.429;-1.550;-0.955;
-0.204;-0.630;-0.452;
-0.201;-1.338;-0.806;
-0.769;-0.585;-0.725;
-0.280;-0.416;-0.545;
-0.257;-0.907;-0.753;
-0.214;-1.101;-0.787;
-0.770;-0.755;-0.754;
-0.272;-0.427;-0.288;
-0.381;-0.824;-0.686;
-0.549;-0.632;-0.903;
-0.348;-0.704;-1.090;
-0.163;-0.827;-0.739;
-0.567;-0.821;-0.351;
-0.144;-0.699;-0.468;
-0.642;-0.910;-0.573;
-0.060;-0.702;-0.290;
-0.194;-0.565;-0.671;
-0.497;-1.165;-0.722;
-0.627;-0.834;-0.710;
-0.865;-0.598;-0.950;
-0.288;-0.743;-0.887;
-0.353;-0.798;-0.782;
-0.338;-0.566;-0.941;
-0.528;-0.666;-0.496;
-0.175;-0.716;-0.517;
-0.351;-0.703;-0.505;
-0.483;-1.023;-0.880;
-0.235;-0.521;-0.381;
-0.608;-0.875;-0.831;
-0.595;-0.910;-0.629;
-0.494;-0.837;-0.735;
-0.219;-0.683;-0.725;
-0.354;-0.789;-0.562;
-0.769;-0.870;-0.533;
-0.353;-0.569;-0.420;
-0.234;-0.521;-0.619;
-0.229;-0.334;-0.709;
-0.372;-0.770;-0.669;
-0.260;-0.462;-0.451;
-0.258;-1.420;-1.000;
-0.127;-0.788;-0.909;
-0.423;-0.631;-0.839;
-0.221;-0.893;-0.496;
-0.246;-0.621;-0.613;
-0.339;-0.724;-0.447;
-0.458;-0.745;-0.661;
-0.490;-0.555;-0.581;
-0.156;-0.512;-0.657;
-0.670;-0.821;-0.577;
-0.211;-0.915;-0.731;
-0.345;-0.770;-0.723;
-0.559;-0.594;-0.828;
-0.352;-1.180;-1.151;
-0.699;-0.663;-0.888;
-0.388;-0.759;-1.307;
-0.436;-0.993;-0.973;
-0.037;-1.274;-0.651;
-0.179;-1.162;-0.648;
-0.363;-0.443;-0.893;
-0.513;-0.991;-0.901;
-0.145;-1.074;-0.638;
-0.320;-0.523;-0.473;
-0.497;-0.659;-0.653;
-0.561;-1.104;-0.594;
-0.305;-1.090;-1.366;
-0.132;-0.994;-0.771;
-0.558;-0.727;-0.826;
-0.200;-1.309;-0.741;
-0.157;-0.696;-0.512;
-0.661;-0.654;-0.783;
-0.304;-1.105;-0.625;
-0.430;-0.624;-0.524;
-0.341;-0.552;-0.984;
-0.376;-0.438;-0.438;
-0.391;-0.776;-0.571;
-0.168;-0.802;-0.374;
-0.690;-0.975;-0.548;
-0.482;-0.536;-0.320;
-0.213;-0.838;-0.454;
-0.219;-1.030;-0.785;
-0.527;-0.874;-0.589;
-0.593;-0.864;-0.838;
-0.199;-0.715;-0.447;
-0.359;-1.358;-0.988;
-0.196;-0.568;-0.377;
-0.225;-0.515;-0.690;
-0.354;-1.413;-0.906;
-0.147;-0.783;-0.684;
-0.473;-0.712;-0.641;
-0.324;-1.317;-0.316;
-0.356;-0.605;-0.863;
-0.125;-0.590;-0.499;
-0.193;-0.502;-0.815;
-0.090;-0.724;-0.632;
-0.077;-0.753;-0.836;
-0.466;-0.583;-0.513;
-0.315;-0.843;-0.612;
-0.141;-0.900;-0.726;
-0.630;-0.751;-0.565;
-0.312;-1.282;-0.510;
-0.314;-0.654;-0.762;
-0.219;-0.742;-1.050;
-0.493;-1.099;-0.711;
-0.558;-0.513;-0.633;
-0.293;-0.653;-0.840;
-0.222;-0.739;-0.767;
-0.198;-0.947;-0.752;
-0.281;-0.653;-0.681;
-0.953;-1.183;-0.709;
-0.199;-0.569;-0.564;
-0.219;-0.726;-0.777;
-0.305;-0.886;-0.559;
-0.280;-0.952;-0.607;
-0.436;-0.738;-1.106;
-0.739;-0.588;-0.879;
-0.238;-0.705;-0.814;
-0.522;-0.982;-0.453;
-0.454;-0.711;-0.399;
-0.139;-0.409;-0.267;
-0.360;-0.753;-0.593;
-0.038;-0.931;-0.504;
-0.478;-1.356;-0.772;
-0.958;-0.493;-0.754;
-0.219;-0.779;-1.238;
-0.440;-0.546;-0.893;
-0.681;-0.794;-0.760;
-0.106;-0.929;-0.604;
-0.296;-0.909;-0.594;
-0.456;-0.706;-0.638;
-0.328;-0.957;-0.675;
-0.529;-0.376;-0.446;
-1.495;-0.671;-0.655;
-0.140;-1.055;-0.645;
-0.456;-0.952;-0.385;
-0.344;-1.033;-0.896;
-0.268;-0.660;-0.624;
-0.283;-0.930;-0.882;
-0.315;-0.839;-0.354;
-0.256;-0.738;-0.604;
-0.200;-0.926;-0.951;
-0.462;-0.776;-0.786;
-0.855;-0.546;-1.216;
-0.343;-0.581;-0.546;
-0.369;-0.558;-0.416;
-0.219;-1.048;-0.750;
-0.270;-1.205;-1.050;
-0.171;-0.788;-0.660;
-0.275;-0.800;-0.614;
-0.602;-0.437;-0.298;
-0.930;-0.865;-0.883;
-0.224;-0.483;-0.492;
-0.291;-0.747;-1.261;
-0.288;-1.025;-0.566;
-0.079;-0.706;-0.466;
-0.080;-0.456;-0.381;
-0.334;-1.084;-0.845;
-0.136;-0.584;-0.611;
-0.165;-0.991;-0.628;
-0.355;-0.465;-0.492;
-0.353;-0.766;-0.507;
-0.325;-0.761;-0.413;
-0.589;-0.635;-0.581;
-0.657;-0.782;-1.229;
-0.127;-0.896;-0.595;
-0.248;-0.560;-0.496;
-0.077;-0.661;-0.810;
-0.455;-0.712;-0.427;
-0.208;-0.993;-0.550;
-0.351;-0.592;-0.510;
-0.228;-0.541;-0.613;
-0.565;-0.948;-0.759;
-0.583;-0.813;-0.602;
-0.061;-0.841;-0.919;
-0.462;-1.011;-0.675;
-0.362;-1.209;-0.624;
-0.626;-0.753;-0.688;
-0.107;-0.458;-0.422;
-0.564;-0.772;-0.856;
-0.498;-0.833;-0.776;
-0.462;-0.862;-0.622;
-0.364;-0.844;-0.400;
-0.441;-0.605;-0.506;
-0.342;-0.411;-0.461;
-0.509;-0.372;-0.669;
-0.220;-0.607;-0.667;
-0.587;-1.008;-0.641;
-0.265;-0.730;-0.782;
-0.345;-0.870;-0.599;
-0.226;-0.734;-0.630;
-0.232;-0.751;-0.745;
-0.198;-0.725;-0.710;
-0.275;-0.743;-0.447;
-0.723;-0.842;-0.432;
-0.324;-0.881;-0.732;
-0.102;-0.643;-0.597;
-0.220;-0.631;-0.711;
-0.219;-0.716;-0.531;
-0.471;-0.703;-0.613;
-0.577;-0.556;-0.392;
-0.038;-1.182;-1.245;
-1.428;-0.551;-0.684;
-0.158;-0.869;-0.480;
-0.892;-0.550;-0.762;
-0.182;-0.391;-0.460;
-0.553;-0.681;-0.760;
-0.219;-0.968;-0.645;
-0.686;-0.733;-0.582;
-0.360;-1.254;-1.049;
-0.219;-0.672;-0.478;
-0.154;-0.738;-0.768;
-0.372;-0.752;-0.728;
-0.223;-0.687;-0.628;
-0.376;-1.490;-0.459;
-0.316;-1.272;-0.877;
-0.347;-0.947;-0.735;
-0.577;-0.881;-0.878;
-0.216;-0.637;-0.378;
-0.213;-1.130;-0.603;
-0.515;-0.658;-0.951;
-0.244;-0.766;-0.684;
-0.394;-0.713;-0.765;
-0.408;-0.867;-0.574;
-0.789;-0.939;-0.709;
-0.501;-0.594;-0.568;
-0.668;-0.794;-0.333;
-0.503;-0.881;-0.532;
-0.080;-0.813;-0.497;
-0.216;-0.457;-0.854;
-0.530;-0.652;-0.702;
-0.709;-0.592;-0.560;
-0.324;-0.555;-0.642;
-0.514;-0.717;-0.739;
-0.316;-0.628;-0.621;
-0.513;-0.861;-0.577;
-0.116;-0.596;-0.566;
-0.201;-0.684;-0.535;
-0.077;-0.363;-0.590;
-0.090;-0.987;-0.337;
-0.518;-0.793;-0.722;
-0.573;-0.644;-0.760;
-0.512;-0.654;-0.614;
-0.967;-0.957;-0.428;
-0.505;-0.708;-0.480;
-0.023;-0.844;-0.850;
-0.462;-0.637;-0.323;
-0.097;-0.527;-0.669;
-0.998;-0.949;-0.824;
-1.007;-1.022;-0.678;
-0.440;-0.617;-0.500;
-0.142;-0.959;-0.884;
-0.486;-0.651;-1.097;
-0.461;-0.760;-0.645;
-0.696;-0.456;-0.691;
-0.962;-0.762;-0.614;
-0.347;-1.160;-0.640;
-0.430;-0.968;-1.003;
-0.422;-0.598;-0.470;
-0.400;-0.569;-0.520;
-0.218;-0.619;-0.638;
-0.258;-0.629;-0.904;
-0.177;-0.674;-0.457;
-0.075;-0.740;-0.635;
-0.263;-0.536;-0.894;
-0.137;-0.559;-0.527;
-0.525;-0.990;-0.598;
-0.153;-1.133;-0.563;
-0.110;-0.825;-0.707;
-0.589;-0.790;-0.767;
-0.372;-0.477;-0.737;
-0.098;-0.615;-0.619;
-0.400;-0.980;-0.642;
-0.209;-0.561;-0.399;
-0.601;-0.616;-0.416;
-0.144;-1.014;-0.789;
-0.285;-1.021;-1.085;
-0.207;-0.629;-0.342;
-0.607;-0.580;-0.730;
-0.400;-0.943;-0.942;
-0.452;-0.994;-0.695;
-0.518;-1.131;-0.493;
-0.128;-0.565;-0.670;
-0.271;-0.701;-0.805;
-0.446;-0.914;-0.647;
-0.468;-0.509;-0.579;
-0.314;-0.658;-0.536;
-0.208;-0.670;-0.782;
-0.244;-0.934;-0.508;
-1.092;-0.677;-0.878;
-0.326;-1.295;-0.834;
-0.353;-0.632;-0.508;
-0.611;-1.237;-1.048;
-0.236;-0.530;-0.443;
-0.195;-0.848;-0.723;
-0.392;-0.861;-0.859;
-0.715;-0.893;-0.621;
-0.072;-0.658;-0.551;
-0.442;-1.089;-0.917;
-0.364;-0.769;-0.645;
-0.366;-0.728;-0.681;
-0.245;-1.287;-0.880;
-0.449;-1.131;-0.712;
-0.080;-0.540;-0.604;
-0.337;-1.250;-0.457;
-0.388;-0.689;-0.653;
-0.154;-0.720;-0.779;
-0.228;-0.765;-0.955;
-0.158;-1.251;-0.892;
-0.433;-0.718;-0.604;
-0.361;-0.721;-0.955;
-0.626;-1.067;-0.876;
-0.433;-1.130;-0.739;
-0.224;-0.593;-0.526;
-0.361;-0.648;-0.750;
-0.398;-0.550;-0.684;
-1.078;-0.680;-1.070;
-0.280;-0.962;-0.743;
-0.703;-0.741;-0.820;
-0.596;-1.215;-0.470;
-0.369;-0.653;-0.890;
-0.562;-0.789;-0.841;
-0.195;-0.531;-0.400;
-0.506;-0.547;-1.102;
-0.289;-0.722;-0.675;
-0.656;-0.986;-0.940;
-0.218;-0.938;-0.550;
-0.129;-0.613;-0.681;
-0.399;-0.607;-0.477;
-0.406;-0.775;-0.767;
-1.025;-0.572;-0.560;
-0.353;-1.103;-0.744;
-0.397;-1.111;-0.470;
-0.541;-0.693;-0.724;
-0.954;-1.377;-0.943;
-0.291;-0.762;-0.544;
-0.710;-0.727;-0.722;
-0.144;-0.814;-0.885;
-0.246;-1.096;-0.825;
-0.262;-1.178;-0.689;
-0.353;-1.110;-0.405;
-0.149;-0.748;-0.793;
-0.231;-0.512;-0.733;
-0.610;-0.672;-0.535;
-0.191;-0.770;-0.494;
-0.421;-1.009;-0.801;
-0.362;-0.428;-0.429;
-0.318;-0.493;-0.610;
-0.076;-1.283;-0.878;
-0.450;-0.618;-0.628;
-0.465;-0.708;-0.616;
-0.168;-0.632;-0.397;
-0.386;-0.260;-0.654;
-0.852;-0.790;-1.106;
-0.276;-1.252;-0.619;
-0.540;-0.619;-0.874;
-0.171;-0.621;-0.458;
-0.286;-0.704;-0.320;
-0.516;-0.753;-0.395;
-0.405;-1.454;-0.810;
-0.319;-0.549;-0.758;
-0.614;-0.548;-0.562;
-0.125;-0.693;-0.784;
-0.274;-0.656;-0.529;
-0.059;-0.793;-0.562;
-0.194;-0.720;-0.652;
-0.219;-0.521;-0.819;
-0.487;-0.486;-0.527;
-0.400;-0.680;-0.452;
-0.780;-0.599;-0.589;
-0.263;-0.916;-0.922;
-0.694;-0.697;-0.843;
-0.244;-0.875;-0.362;
-0.219;-0.734;-0.300;
-0.339;-0.894;-0.867;
-0.016;-1.010;-0.653;
-0.912;-1.137;-1.081;
-0.382;-0.552;-0.555;
-0.785;-0.813;-0.525;
-0.299;-0.544;-1.121;
-0.364;-0.566;-0.938;
-0.590;-0.705;-0.831;
-0.434;-0.677;-0.375;
-0.557;-0.827;-1.016;
-0.491;-0.638;-0.870;
-0.696;-0.632;-0.752;
-0.518;-0.576;-0.515;
-0.219;-0.522;-0.497;
-0.219;-0.884;-0.938;
-0.452;-0.896;-0.701;
-0.157;-0.880;-0.709;
-0.399;-0.881;-0.848;
-0.334;-0.659;-0.924;
-0.221;-1.160;-0.749;
-0.625;-0.929;-0.618;
-0.127;-1.389;-1.195;
-0.369;-1.346;-0.340;
-0.341;-1.174;-0.668;
-0.806;-1.281;-0.797;
-0.673;-1.030;-1.097;
-0.143;-0.681;-0.491;
-0.477;-0.440;-0.690;
-0.306;-0.596;-0.755;
-0.588;-0.807;-0.770;
-0.298;-0.765;-0.518;
-0.454;-0.723;-0.647;
-0.205;-0.872;-0.838;
-0.297;-0.732;-0.608;
-0.296;-0.767;-0.676;
-0.047;-0.512;-0.765;
-0.392;-0.559;-0.839;
-0.219;-0.581;-0.453;
-0.463;-0.507;-0.634;
-0.599;-0.714;-0.592;
-0.481;-0.728;-0.945;
-0.195;-0.672;-0.683;
-0.196;-0.664;-0.626;
-0.338;-0.416;-0.828;
-0.473;-0.559;-0.660;
-0.040;-0.777;-0.565;
-0.847;-1.108;-0.938;
-0.233;-0.960;-0.632;
-1.271;-1.256;-1.116;
-0.611;-0.817;-0.468;
-0.772;-0.556;-0.848;
-0.232;-0.829;-0.681;
-0.596;-0.759;-0.643;
-0.470;-0.968;-0.613;
-0.501;-0.654;-0.707;
-0.329;-0.792;-0.769;
-0.374;-1.037;-0.832;
-0.100;-0.774;-0.580;
-0.409;-0.795;-0.701;
-0.219;-1.030;-0.806;
-0.155;-1.072;-0.689;
-0.381;-0.717;-0.660;
-0.157;-0.815;-0.640;
-0.122;-0.779;-0.630;
-0.626;-0.761;-0.517;
-0.623;-0.655;-0.865;
-0.290;-0.753;-0.487;
-0.263;-0.595;-0.727;
-0.334;-0.680;-0.602;
-0.727;-0.742;-0.691;
-0.419;-0.575;-0.686;
-0.528;-1.129;-0.652;
-0.301;-0.752;-1.085;
-0.527;-0.827;-0.761;
-0.030;-0.737;-0.629;
-0.219;-1.262;-0.503;
-0.194;-0.975;-0.688;
-0.379;-0.440;-0.654;
-0.322;-0.640;-0.761;
-0.762;-1.119;-0.948;
-0.544;-0.587;-0.774;
-0.228;-1.004;-0.560;
-0.358;-0.652;-0.645;
-0.397;-0.712;-0.798;
-0.768;-1.122;-1.130;
-0.214;-1.034;-0.652;
-0.152;-1.309;-0.463;
-0.255;-0.930;-1.030;
-0.419;-0.381;-0.796;
-0.188;-0.568;-0.891;
-0.571;-1.008;-0.734;
-0.473;-0.739;-0.780;
-0.360;-0.633;-0.330;
-0.373;-0.740;-0.675;
-0.230;-0.701;-0.834;
-0.621;-0.631;-0.580;
-0.273;-0.644;-0.599;
-0.320;-0.785;-0.645;
-0.423;-0.732;-0.762;
-0.117;-0.626;-0.673;
-0.561;-0.512;-0.862;
-0.143;-0.499;-0.417;
-0.226;-0.396;-0.689;
-0.511;-0.798;-0.548;
-0.333;-0.697;-0.615;
-0.434;-0.382;-0.840;
-0.098;-0.681;-1.240;
-0.391;-0.493;-0.485;
-0.634;-0.979;-0.654;
-0.328;-0.720;-0.543;
-0.180;-0.834;-0.864;
-0.444;-0.505;-0.561;
-0.278;-0.642;-0.554;
-0.892;-0.834;-0.831;
-0.220;-0.591;-0.522;
-0.170;-0.508;-0.325;
-0.332;-0.727;-0.653;
-0.180;-0.447;-1.046;
-0.075;-0.704;-0.665;
-0.388;-0.584;-0.525;
-0.427;-0.686;-0.542;
-0.128;-0.708;-0.588;
-0.187;-0.944;-0.929;
-0.247;-0.798;-0.366;
-0.129;-0.676;-0.474;
-0.270;-0.902;-0.621;
-0.259;-0.550;-0.600;
-0.141;-0.841;-0.732;
-0.447;-0.420;-0.912;
-0.427;-0.729;-0.748;
-0.020;-0.648;-0.723;
-0.191;-1.148;-0.608;
-0.190;-0.845;-0.574;
