[Item(weight=2, value=2), Item(weight=3, value=1)] 2
QAOA;WFQAOA;HQAOA
-0.373;-0.911;-0.766;
-0.148;-0.330;-0.501;
-0.459;-0.987;-0.469;
-0.175;-0.741;-0.573;
-0.055;-0.556;-0.344;
-0.020;-0.613;-0.581;
-0.127;-1.042;-1.012;
-0.169;-0.738;-0.395;
-0.237;-0.442;-0.483;
-0.655;-1.209;-0.533;
-0.243;-0.845;-0.480;
-0.131;-0.786;-0.422;
-0.263;-0.665;-0.641;
-0.140;-0.437;-0.381;
-0.675;-0.710;-0.383;
-0.444;-0.338;-0.319;
-0.164;-0.572;-0.392;
-0.291;-0.368;-0.714;
-0.033;-0.871;-0.948;
-0.204;-0.808;-0.508;
-0.050;-0.705;-0.371;
-0.069;-0.632;-0.613;
-0.246;-1.022;-0.744;
-0.086;-0.530;-0.493;
-0.359;-0.479;-0.296;
-0.114;-0.551;-0.472;
-0.129;-1.246;-0.617;
-0.407;-0.879;-0.634;
-0.128;-0.807;-0.434;
-0.125;-0.785;-0.751;
-0.079;-0.622;-0.244;
-0.354;-0.728;-0.899;
-0.318;-0.687;-0.499;
-0.095;-0.551;-0.685;
-0.495;-0.790;-0.387;
-1.046;-1.186;-1.044;
-0.586;-0.669;-0.398;
-0.261;-1.098;-0.776;
-0.291;-0.478;-0.553;
-0.108;-0.753;-0.950;
-0.386;-0.715;-0.658;
-0.283;-0.574;-0.665;
-0.651;-0.377;-0.364;
-0.260;-0.561;-0.465;
-0.282;-0.461;-0.689;
-0.111;-0.927;-0.402;
-0.080;-0.616;-0.648;
-0.049;-0.436;-0.439;
-0.049;-0.553;-0.533;
-0.370;-0.862;-0.528;
-0.876;-0.863;-0.943;
-0.125;-0.476;-0.969;
-0.101;-0.287;-0.309;
-0.044;-0.623;-0.447;
-0.358;-0.460;-0.207;
-0.045;-0.470;-0.392;
-0.144;-0.320;-0.678;
-0.330;-0.770;-0.574;
-0.893;-0.764;-0.427;
-0.306;-0.815;-0.508;
-0.593;-0.284;-0.502;
-0.061;-0.363;-0.438;
-0.514;-1.068;-1.130;
-0.015;-0.763;-0.743;
-0.027;-0.798;-0.475;
-0.157;-0.795;-0.557;
-0.234;-1.163;-0.725;
-0.642;-0.610;-0.722;
-0.607;-0.502;-0.517;
-0.973;-1.013;-1.044;
-0.645;-0.932;-0.745;
-0.242;-0.920;-0.663;
-0.085;-0.566;-0.333;
-0.347;-0.680;-0.977;
-0.383;-0.917;-0.920;
-0.038;-0.597;-0.859;
-0.082;-0.661;-0.488;
-0.268;-0.435;-0.586;
-0.162;-0.551;-0.682;
-0.652;-0.736;-0.617;
-0.600;-0.712;-0.227;
-0.148;-0.303;-0.528;
-0.267;-0.848;-0.567;
-0.353;-0.571;-0.932;
-0.397;-0.655;-0.509;
-0.197;-0.987;-0.908;
-0.472;-1.051;-0.630;
-0.274;-0.704;-0.686;
-0.048;-0.501;-0.602;
-0.009;-0.511;-0.520;
-0.079;-0.623;-0.603;
-0.147;-0.438;-0.628;
-0.160;-0.535;-0.553;
-0.813;-1.732;-0.670;
-0.037;-0.739;-0.604;
-0.188;-0.998;-0.916;
-0.155;-0.519;-0.681;
-0.039;-0.472;-0.467;
-0.653;-0.581;-0.673;
-0.476;-0.960;-0.718;
-0.018;-0.517;-0.338;
-0.316;-0.496;-0.460;
-0.014;-0.625;-0.524;
-0.027;-1.001;-0.339;
-0.010;-0.327;-0.612;
-0.441;-0.760;-0.503;
-0.175;-0.629;-0.424;
-0.264;-0.753;-0.835;
-0.470;-0.976;-0.402;
-0.073;-0.544;-0.402;
-0.125;-0.986;-0.670;
-0.066;-0.752;-0.309;
-0.342;-0.752;-0.659;
-0.125;-0.452;-0.363;
-0.036;-0.727;-0.352;
-0.042;-0.730;-0.638;
-0.026;-0.423;-0.550;
-0.293;-0.605;-0.633;
-0.378;-0.678;-0.900;
-0.024;-0.724;-1.022;
-0.171;-0.503;-0.680;
-0.035;-0.957;-1.237;
-0.052;-0.771;-0.836;
-0.482;-0.363;-0.392;
-0.297;-0.844;-0.827;
-0.827;-0.564;-0.520;
-0.023;-0.545;-0.714;
-0.117;-0.253;-0.788;
-0.307;-1.011;-0.944;
-0.236;-0.546;-0.202;
-0.125;-0.610;-0.542;
-0.428;-0.416;-0.515;
-0.031;-0.575;-0.641;
-0.019;-0.376;-0.522;
-0.687;-0.553;-0.550;
-0.738;-0.838;-0.787;
-0.026;-0.260;-0.483;
-0.047;-0.459;-0.323;
-0.252;-0.666;-0.407;
-0.106;-0.863;-0.724;
-0.386;-0.640;-0.731;
-0.311;-0.723;-0.652;
-0.020;-0.607;-0.227;
-0.125;-0.609;-0.374;
-0.343;-0.490;-0.641;
-0.023;-0.606;-0.634;
-0.125;-0.831;-0.384;
-0.239;-0.825;-0.530;
-0.004;-0.777;-0.410;
-0.260;-0.547;-0.438;
-0.003;-0.657;-0.589;
-0.157;-0.478;-0.412;
-0.125;-0.409;-0.360;
-0.186;-0.568;-0.451;
-0.015;-0.465;-0.515;
-0.327;-0.885;-0.460;
-0.299;-0.869;-0.762;
-0.190;-0.521;-0.443;
-0.249;-0.545;-0.520;
-0.338;-0.453;-0.763;
-0.048;-0.687;-0.453;
-0.040;-0.455;-0.454;
-0.230;-0.400;-0.559;
-0.100;-0.742;-0.708;
-0.088;-0.544;-0.479;
-0.012;-0.665;-0.599;
-0.077;-0.799;-0.414;
-0.300;-0.605;-0.559;
-0.020;-0.393;-0.309;
-0.718;-0.401;-0.409;
-0.501;-0.573;-0.558;
-0.250;-0.601;-1.019;
-0.594;-0.736;-0.685;
-0.212;-0.573;-0.387;
-0.087;-0.869;-0.596;
-0.396;-0.628;-0.526;
-0.127;-0.472;-1.001;
-0.196;-0.351;-0.374;
-0.085;-0.835;-0.602;
-0.230;-0.531;-0.338;
-0.625;-0.594;-0.615;
-0.861;-0.726;-0.304;
-0.226;-0.657;-0.778;
-0.505;-0.993;-0.768;
-0.295;-0.788;-0.425;
-0.423;-0.773;-0.592;
-0.108;-0.704;-0.353;
-0.438;-0.518;-0.582;
-0.280;-0.662;-0.664;
-0.988;-0.551;-0.738;
-0.043;-0.710;-0.511;
-1.549;-1.630;-1.317;
-0.290;-0.568;-0.781;
-0.378;-0.864;-0.855;
-0.112;-0.994;-0.655;
-0.458;-1.048;-0.733;
-0.419;-0.536;-0.408;
-0.191;-0.626;-0.419;
-0.298;-0.706;-0.572;
-0.072;-0.558;-0.558;
-0.522;-1.140;-0.710;
-0.185;-0.859;-0.549;
-0.313;-0.432;-0.438;
-0.043;-0.559;-0.706;
-0.048;-0.620;-0.718;
-0.028;-1.044;-0.442;
-0.467;-0.520;-0.390;
-0.115;-0.454;-0.408;
-0.125;-0.260;-0.791;
-0.316;-0.900;-0.665;
-0.571;-0.886;-0.675;
-0.267;-0.381;-0.183;
-0.433;-0.665;-0.512;
-0.219;-0.708;-0.609;
-0.191;-0.480;-0.520;
-0.105;-0.261;-0.579;
-0.158;-0.333;-0.321;
-0.527;-0.709;-0.911;
-0.154;-1.037;-0.475;
-0.128;-0.729;-0.742;
-0.140;-0.806;-0.566;
-0.322;-0.806;-0.714;
-0.322;-0.613;-0.686;
-0.520;-0.922;-0.650;
-0.377;-0.640;-0.552;
-0.058;-0.887;-0.395;
-0.545;-0.731;-0.732;
-0.356;-0.748;-0.453;
-0.037;-0.470;-0.576;
-0.131;-0.567;-0.929;
-0.135;-0.863;-0.523;
-0.227;-0.535;-0.737;
-0.010;-0.387;-0.483;
-0.182;-0.642;-0.705;
-0.019;-0.998;-0.658;
-0.236;-0.974;-0.632;
-0.243;-0.366;-0.442;
-0.160;-0.579;-0.591;
-0.125;-0.380;-0.463;
-0.613;-1.191;-0.851;
-0.220;-0.653;-0.378;
-0.136;-0.762;-0.320;
-0.024;-0.571;-0.775;
-0.335;-0.822;-0.772;
-0.291;-0.428;-0.411;
-0.004;-0.655;-0.719;
-0.649;-1.209;-0.964;
-0.409;-0.652;-0.605;
-0.589;-0.994;-0.821;
-0.179;-0.500;-0.186;
-0.793;-0.649;-0.721;
-0.803;-0.804;-0.570;
-0.223;-0.432;-0.858;
-0.221;-0.299;-0.645;
-0.101;-0.376;-0.516;
-0.129;-0.940;-0.513;
-0.098;-0.839;-0.589;
-0.084;-0.588;-0.402;
-0.056;-0.251;-0.549;
-0.062;-0.517;-0.566;
-0.238;-1.090;-0.647;
-0.469;-1.223;-0.735;
-0.162;-0.369;-0.743;
-0.279;-0.573;-0.355;
-0.337;-0.665;-0.526;
-0.288;-0.831;-0.636;
-0.277;-0.657;-0.459;
-0.148;-0.967;-0.428;
-0.671;-0.573;-0.652;
-0.316;-0.844;-0.424;
-0.311;-0.655;-0.299;
-0.041;-0.432;-0.525;
-0.642;-0.438;-0.837;
-0.012;-0.474;-1.008;
-0.123;-0.737;-0.444;
-0.010;-0.235;-0.322;
-0.273;-0.906;-0.729;
-0.040;-1.289;-0.509;
-0.527;-0.619;-0.363;
-0.228;-0.932;-0.606;
-0.438;-0.711;-0.491;
-0.635;-0.389;-0.431;
-0.000;-0.514;-0.378;
-0.485;-0.929;-0.583;
-0.002;-0.764;-0.880;
-0.271;-0.547;-0.417;
-0.099;-0.784;-0.671;
-1.126;-0.953;-0.783;
-0.448;-0.576;-0.803;
-0.405;-0.726;-0.430;
-0.449;-0.996;-0.950;
-0.395;-0.538;-0.866;
-0.370;-0.417;-0.550;
-0.340;-0.720;-0.316;
-0.586;-0.875;-1.072;
-0.267;-0.405;-0.519;
-0.236;-0.637;-0.552;
-0.660;-0.201;-0.473;
-0.409;-0.854;-0.546;
-0.276;-0.542;-0.535;
-0.474;-0.959;-0.352;
-0.060;-0.652;-0.679;
-0.554;-0.602;-0.794;
-0.571;-0.749;-0.615;
-0.149;-0.432;-0.507;
-0.491;-0.532;-0.545;
-0.283;-0.729;-0.363;
-0.599;-0.817;-0.678;
-0.135;-0.574;-0.844;
-0.440;-0.884;-0.321;
-0.132;-0.673;-0.322;
-0.090;-0.682;-0.771;
-0.253;-0.387;-0.700;
-0.376;-0.702;-0.912;
-0.179;-0.734;-0.477;
-0.280;-0.589;-0.179;
-0.248;-0.395;-0.391;
-0.227;-0.879;-0.556;
-0.125;-0.526;-0.521;
-0.104;-0.985;-0.419;
-0.031;-1.144;-0.952;
-0.092;-0.473;-0.637;
-0.241;-0.521;-0.560;
-0.486;-0.417;-0.490;
-0.453;-0.753;-0.227;
-0.032;-0.842;-0.767;
-0.357;-0.367;-0.574;
-0.392;-0.831;-0.859;
-0.094;-0.745;-0.544;
-0.589;-0.898;-0.778;
-0.097;-0.619;-0.193;
-0.175;-0.428;-0.866;
-0.349;-0.425;-0.474;
-0.143;-0.302;-0.824;
-0.294;-1.141;-0.891;
-0.212;-0.663;-0.711;
-0.169;-0.790;-0.727;
-0.213;-0.690;-0.414;
-0.599;-0.507;-0.459;
-0.292;-0.446;-0.554;
-0.381;-0.760;-0.620;
-0.066;-0.428;-0.805;
-0.207;-0.667;-0.304;
-0.330;-0.825;-0.390;
-0.279;-0.339;-0.475;
-0.177;-1.107;-0.980;
-0.366;-0.343;-0.435;
-0.182;-0.662;-0.498;
-0.031;-0.530;-0.316;
-0.088;-0.637;-0.429;
-0.828;-0.774;-0.600;
-0.054;-0.529;-0.807;
-0.306;-0.537;-0.460;
-0.480;-0.749;-0.693;
-0.528;-0.556;-0.557;
-0.082;-0.657;-0.654;
-0.412;-0.540;-0.342;
-0.510;-0.560;-0.741;
-0.550;-0.648;-0.441;
-0.375;-0.737;-0.675;
-0.127;-0.416;-0.606;
-0.390;-1.137;-0.576;
-0.279;-0.485;-0.652;
-0.313;-0.750;-0.687;
-0.089;-0.730;-0.379;
-0.006;-0.521;-0.724;
-0.187;-0.745;-0.417;
-0.297;-0.790;-0.715;
-0.076;-1.090;-0.322;
-0.670;-0.688;-0.908;
-0.319;-0.719;-0.666;
-0.376;-1.101;-0.429;
-0.615;-0.515;-0.261;
-0.469;-0.781;-0.318;
-0.703;-0.781;-0.512;
-0.204;-0.472;-0.352;
-0.312;-0.497;-0.656;
-0.426;-1.000;-0.802;
-0.109;-0.879;-0.727;
-0.129;-0.362;-0.648;
-0.998;-0.671;-0.853;
-0.466;-0.698;-0.728;
-0.272;-0.762;-0.782;
-0.145;-0.646;-0.526;
-0.295;-0.925;-0.631;
-0.023;-0.764;-0.756;
-0.052;-0.286;-0.563;
-0.053;-0.696;-0.382;
-0.163;-0.362;-0.642;
-0.175;-0.379;-0.711;
-0.043;-0.379;-0.542;
-0.159;-0.553;-0.659;
-0.090;-0.614;-0.275;
-0.710;-0.642;-0.525;
-0.420;-0.970;-0.724;
-0.104;-0.801;-0.633;
-0.189;-0.540;-0.331;
-0.363;-0.567;-0.758;
-0.077;-0.554;-0.220;
-0.046;-1.348;-1.205;
-0.070;-0.253;-0.486;
-0.016;-1.144;-0.393;
-0.064;-0.766;-0.684;
-0.118;-0.776;-0.552;
-0.085;-0.593;-0.484;
-0.505;-0.390;-0.546;
-0.512;-0.910;-0.900;
-0.045;-0.650;-0.489;
-0.069;-0.630;-0.330;
-0.019;-0.492;-0.670;
-0.286;-0.828;-0.684;
-0.162;-0.426;-0.463;
-0.187;-0.571;-0.724;
-0.691;-0.319;-0.477;
-0.061;-0.623;-0.692;
-0.024;-0.914;-0.741;
-0.265;-0.380;-1.287;
-0.125;-0.566;-0.656;
-0.012;-0.520;-0.286;
-0.157;-0.526;-0.419;
-0.447;-0.645;-0.585;
-0.088;-0.824;-0.496;
-0.828;-1.105;-0.467;
-0.100;-0.973;-0.765;
-0.131;-0.599;-0.512;
-0.303;-0.919;-0.459;
-0.413;-1.050;-0.755;
-0.589;-0.342;-0.622;
-0.127;-0.769;-0.803;
-0.075;-0.538;-0.787;
-1.339;-1.569;-1.101;
-0.208;-0.715;-0.536;
-0.157;-0.440;-0.648;
-0.006;-0.462;-0.381;
-0.265;-0.575;-0.678;
-0.430;-0.979;-1.203;
-0.349;-0.738;-0.784;
-0.096;-0.971;-0.602;
-0.220;-0.695;-0.664;
-0.298;-0.837;-0.915;
-0.120;-0.583;-0.709;
-0.037;-0.540;-0.651;
-0.111;-0.631;-0.455;
-0.287;-0.373;-0.368;
-0.244;-0.761;-0.621;
-0.302;-0.911;-0.445;
-0.142;-0.359;-0.346;
-0.345;-0.314;-0.326;
-0.573;-0.493;-0.382;
-0.009;-0.607;-0.838;
-0.056;-0.610;-0.617;
-0.371;-0.919;-0.523;
-0.028;-0.686;-0.319;
-0.025;-0.436;-0.267;
-0.478;-0.794;-0.294;
-1.127;-0.248;-0.292;
-0.067;-0.628;-0.590;
-0.041;-0.980;-0.522;
-0.569;-0.827;-0.735;
-0.330;-0.642;-0.545;
-0.364;-0.477;-0.658;
-0.113;-0.811;-0.138;
-0.023;-0.567;-0.335;
-1.102;-1.229;-1.173;
-0.395;-0.729;-0.765;
-0.386;-0.307;-0.688;
-0.024;-0.639;-0.765;
-0.600;-0.521;-0.449;
-0.122;-0.435;-0.586;
-0.220;-0.444;-0.881;
-0.019;-0.453;-0.257;
-0.118;-0.418;-0.700;
-0.356;-0.582;-0.572;
-0.214;-0.748;-0.926;
-0.324;-0.519;-0.688;
-0.105;-0.944;-1.131;
-0.308;-0.747;-0.256;
-0.262;-0.604;-0.512;
-0.030;-0.548;-0.407;
-0.034;-0.530;-0.546;
-0.083;-0.432;-0.353;
-0.152;-0.547;-0.388;
-0.426;-0.581;-0.559;
-0.035;-0.520;-0.344;
-0.362;-0.658;-0.338;
-0.579;-0.614;-0.477;
-0.125;-0.685;-0.528;
-0.459;-1.078;-0.245;
-0.231;-0.458;-0.442;
-0.964;-1.334;-1.388;
-0.090;-0.616;-0.396;
-0.597;-0.701;-0.592;
-0.388;-1.145;-0.795;
-0.074;-1.009;-0.435;
-0.544;-0.644;-0.455;
-0.606;-0.575;-0.593;
-0.047;-0.806;-0.797;
-0.174;-0.764;-0.430;
-0.125;-0.666;-0.743;
-0.060;-0.690;-0.672;
-0.079;-0.695;-0.360;
-0.034;-0.851;-0.468;
-0.043;-0.587;-0.781;
-0.479;-0.530;-0.619;
-0.237;-0.544;-0.573;
-0.065;-0.866;-0.521;
-0.006;-0.293;-0.640;
-0.681;-0.792;-0.771;
-0.047;-0.386;-0.588;
-0.744;-0.967;-0.858;
-0.097;-0.905;-1.120;
-0.018;-0.717;-0.741;
-0.145;-0.740;-0.549;
-0.180;-0.404;-0.509;
-0.127;-0.639;-0.617;
-0.117;-0.789;-0.883;
-0.577;-0.620;-0.460;
-0.384;-0.596;-0.339;
-0.039;-0.520;-0.700;
-0.160;-0.475;-0.572;
-0.441;-0.737;-0.405;
-0.387;-0.533;-0.717;
-0.416;-0.901;-0.716;
-0.335;-1.074;-0.731;
-0.180;-0.780;-0.603;
-0.584;-0.434;-0.438;
-0.267;-1.553;-0.539;
-0.082;-0.732;-0.559;
-0.130;-0.623;-0.424;
-0.026;-0.815;-0.536;
-0.651;-0.614;-0.977;
-0.218;-0.564;-0.137;
-0.145;-0.406;-0.593;
-0.160;-0.661;-0.398;
-0.231;-0.627;-0.575;
-0.836;-0.357;-0.368;
-0.537;-0.786;-0.565;
-0.010;-0.755;-0.626;
-0.098;-0.654;-0.538;
-0.085;-0.421;-0.443;
-0.433;-0.965;-0.557;
-0.772;-0.919;-0.703;
-0.256;-0.887;-0.619;
-0.034;-0.837;-1.104;
-0.024;-0.658;-0.841;
-0.191;-0.881;-1.197;
-0.470;-0.578;-0.509;
-0.546;-0.719;-0.496;
-0.136;-0.463;-0.532;
-0.137;-0.613;-0.469;
-0.076;-0.808;-0.856;
-0.211;-0.671;-0.507;
-0.125;-0.593;-0.734;
-0.125;-0.747;-0.677;
-0.587;-0.753;-0.416;
-0.131;-0.852;-0.563;
-0.709;-0.368;-0.507;
-0.198;-0.587;-0.439;
-0.173;-0.423;-0.518;
-0.546;-0.846;-0.528;
-0.231;-0.373;-0.299;
-0.489;-1.034;-0.941;
-0.032;-0.417;-0.619;
-0.262;-0.500;-0.675;
-0.424;-1.638;-0.947;
-0.035;-1.366;-0.650;
-0.103;-0.975;-0.727;
-0.391;-0.611;-0.364;
-0.186;-0.471;-0.416;
-0.009;-0.540;-0.293;
-0.312;-0.510;-0.497;
-0.254;-0.916;-0.375;
-0.073;-0.857;-0.519;
-0.358;-0.679;-0.349;
-0.487;-0.651;-0.270;
-0.650;-0.618;-0.564;
-0.033;-0.909;-0.875;
-0.104;-0.476;-0.638;
-0.217;-0.732;-0.975;
-0.027;-0.957;-0.949;
-0.150;-0.789;-0.327;
-0.232;-0.481;-0.245;
-0.063;-0.704;-0.930;
-0.061;-0.842;-0.662;
-0.163;-0.784;-0.462;
-0.331;-0.360;-0.365;
-0.346;-0.409;-1.144;
-0.387;-0.575;-0.354;
-0.959;-0.754;-1.422;
-0.339;-0.305;-0.389;
-0.070;-0.927;-0.634;
-0.043;-0.534;-0.572;
-0.261;-0.706;-0.833;
-0.333;-0.740;-0.411;
-0.117;-0.373;-0.458;
-0.002;-0.700;-0.643;
-0.245;-0.999;-0.846;
-0.218;-0.714;-0.522;
-0.717;-0.660;-0.458;
-0.150;-0.695;-0.903;
-0.173;-0.561;-0.552;
-0.795;-0.532;-0.634;
-0.040;-0.451;-0.350;
-0.048;-0.879;-0.601;
-0.170;-0.664;-0.390;
-0.568;-0.519;-0.414;
-0.108;-0.448;-0.662;
-0.164;-0.465;-0.801;
-0.468;-0.989;-0.893;
-0.052;-0.474;-0.704;
-0.165;-0.949;-0.471;
-0.091;-0.818;-0.605;
-0.675;-0.912;-0.562;
-0.733;-0.940;-0.965;
-0.404;-0.564;-0.877;
-0.018;-0.312;-0.359;
-0.397;-1.015;-0.564;
-0.045;-0.518;-0.515;
-0.019;-0.459;-0.882;
-0.170;-0.662;-0.420;
-0.085;-0.561;-0.696;
-0.021;-0.652;-0.463;
-0.097;-0.394;-0.787;
-0.339;-0.807;-0.559;
-0.012;-0.450;-0.421;
-0.014;-0.827;-0.323;
-0.177;-0.668;-0.610;
-0.125;-0.870;-0.761;
-0.189;-1.116;-0.599;
-0.525;-0.756;-0.760;
-0.039;-0.634;-0.853;
-0.710;-0.757;-0.899;
-0.341;-0.344;-0.799;
-0.182;-0.777;-0.545;
-0.303;-0.972;-0.365;
-0.064;-0.698;-0.580;
-0.206;-0.546;-0.548;
-0.148;-0.386;-0.422;
-0.245;-0.998;-0.292;
-0.127;-0.602;-0.478;
-0.016;-0.456;-0.492;
-0.059;-0.901;-0.246;
-0.276;-0.674;-0.591;
-0.411;-0.654;-0.426;
-0.742;-0.355;-0.450;
-0.070;-0.839;-0.648;
-0.125;-0.986;-0.694;
-0.074;-0.339;-0.121;
-0.550;-0.701;-0.438;
-0.092;-0.581;-0.485;
-0.147;-0.953;-0.625;
-0.075;-0.902;-0.526;
-0.255;-0.580;-0.539;
-0.401;-1.020;-0.328;
-0.268;-0.370;-0.167;
-0.384;-0.899;-0.875;
-0.252;-0.996;-0.754;
-0.391;-0.506;-0.433;
-0.466;-0.709;-0.670;
-0.437;-0.834;-0.513;
-0.095;-0.432;-0.235;
-0.333;-0.608;-0.384;
-0.306;-0.778;-0.472;
-0.386;-0.821;-0.423;
-0.589;-0.654;-0.486;
-0.265;-0.692;-0.547;
-0.497;-0.952;-1.077;
-0.478;-0.821;-0.581;
-0.119;-0.657;-0.592;
-0.315;-0.894;-0.188;
-0.176;-0.752;-0.587;
-0.551;-0.695;-0.626;
-0.387;-0.732;-0.693;
-0.795;-0.357;-0.528;
-0.504;-0.840;-0.692;
-0.103;-1.094;-0.610;
-0.465;-0.415;-0.427;
-0.421;-0.305;-0.503;
-0.376;-0.993;-0.749;
-0.181;-0.606;-0.453;
-0.084;-0.578;-0.417;
-0.221;-0.653;-0.525;
-0.405;-1.268;-0.973;
-0.185;-0.478;-0.441;
-0.427;-0.624;-0.359;
-0.107;-0.581;-0.595;
-0.443;-0.713;-0.505;
-0.080;-0.461;-0.386;
-1.118;-0.793;-0.621;
-0.046;-0.382;-0.656;
-0.272;-1.012;-0.611;
-0.233;-0.651;-0.582;
-0.036;-0.760;-0.646;
-0.125;-1.062;-0.551;
-0.161;-0.540;-0.783;
-0.181;-0.625;-0.376;
-0.064;-0.761;-0.861;
-0.204;-0.691;-0.737;
-0.096;-0.961;-0.547;
-0.478;-0.588;-0.331;
-0.114;-0.635;-0.535;
-0.204;-0.343;-0.529;
-0.259;-1.135;-0.889;
-0.302;-0.887;-0.380;
-1.603;-1.550;-1.244;
-0.200;-0.465;-0.589;
-0.263;-0.731;-0.854;
-0.426;-0.343;-0.399;
-0.236;-0.362;-0.580;
-0.088;-0.680;-0.454;
-0.026;-0.714;-0.729;
-0.423;-0.529;-0.344;
-0.197;-1.390;-0.470;
-0.105;-0.482;-0.771;
-0.247;-0.744;-0.784;
-0.039;-1.052;-0.550;
-0.354;-0.506;-0.514;
-0.339;-0.764;-0.611;
-0.293;-0.284;-0.392;
-0.014;-0.986;-0.609;
-0.138;-0.815;-0.572;
-0.644;-0.811;-0.604;
-0.052;-0.467;-0.319;
-0.021;-0.880;-0.405;
-0.235;-0.891;-0.443;
-1.139;-0.394;-0.252;
-0.183;-1.120;-0.656;
-0.544;-0.733;-0.724;
-0.047;-0.724;-0.701;
-0.576;-0.491;-0.200;
-0.489;-0.697;-0.642;
-0.448;-0.551;-0.590;
-0.265;-0.385;-0.388;
-0.331;-0.464;-0.315;
-0.307;-0.509;-0.246;
-0.895;-0.813;-0.522;
-0.849;-0.696;-0.434;
-0.125;-0.699;-0.788;
-0.666;-1.528;-1.217;
-0.082;-0.807;-0.433;
-0.145;-0.281;-0.505;
-0.076;-0.630;-0.527;
-0.150;-0.622;-0.553;
-0.111;-0.615;-0.902;
-0.125;-0.210;-0.330;
-0.278;-0.536;-0.397;
-0.027;-0.348;-0.900;
-0.033;-0.655;-0.513;
-0.262;-0.541;-0.306;
-0.020;-0.543;-0.639;
-0.182;-0.412;-0.711;
-0.358;-0.868;-0.444;
-0.204;-1.053;-0.684;
-0.619;-0.614;-0.865;
-0.447;-0.525;-0.514;
-0.457;-0.787;-0.567;
-0.452;-0.663;-0.441;
-0.331;-0.929;-0.394;
-0.335;-0.405;-0.686;
-0.459;-0.739;-0.484;
-0.084;-1.354;-1.139;
-0.306;-0.896;-0.736;
-0.079;-0.788;-0.513;
-0.320;-0.576;-0.309;
-0.096;-0.884;-0.603;
-0.458;-0.517;-0.513;
-0.445;-0.817;-0.548;
-0.869;-0.568;-0.529;
-0.064;-0.707;-0.710;
-0.431;-0.645;-0.487;
-0.299;-1.071;-1.053;
-0.599;-0.676;-0.636;
-0.058;-0.525;-0.509;
-0.164;-0.493;-0.622;
-0.503;-1.214;-0.558;
-0.520;-0.648;-0.383;
-0.120;-0.623;-0.496;
-0.160;-0.763;-0.764;
-0.328;-0.599;-0.595;
